Series Name,Series Code,Country Name,Country Code,2019 [YR2019]
Imports of goods and services (% of GDP),NE.IMP.GNFS.ZS,"Yemen, Rep.",YEM,..
Imports of goods and services (% of GDP),NE.IMP.GNFS.ZS,Zambia,ZMB,34.1550123329079
Imports of goods and services (% of GDP),NE.IMP.GNFS.ZS,Zimbabwe,ZWE,28.2418142783622
Gross capital formation (% of GDP),NE.GDI.TOTL.ZS,Afghanistan,AFG,..
Gross capital formation (% of GDP),NE.GDI.TOTL.ZS,Albania,ALB,25.2875256073276
Gross capital formation (% of GDP),NE.GDI.TOTL.ZS,Algeria,DZA,44.6295617875004
Gross capital formation (% of GDP),NE.GDI.TOTL.ZS,American Samoa,ASM,..
Gross capital formation (% of GDP),NE.GDI.TOTL.ZS,Andorra,AND,..
Gross capital formation (% of GDP),NE.GDI.TOTL.ZS,Angola,AGO,17.7122552404386
Gross capital formation (% of GDP),NE.GDI.TOTL.ZS,Antigua and Barbuda,ATG,..
Gross capital formation (% of GDP),NE.GDI.TOTL.ZS,Argentina,ARG,14.2100303992191
Gross capital formation (% of GDP),NE.GDI.TOTL.ZS,Armenia,ARM,17.4085294108567
Gross capital formation (% of GDP),NE.GDI.TOTL.ZS,Aruba,ABW,22.4385043629328
Gross capital formation (% of GDP),NE.GDI.TOTL.ZS,Australia,AUS,23.391288227558
Gross capital formation (% of GDP),NE.GDI.TOTL.ZS,Austria,AUT,25.5090080970816
Gross capital formation (% of GDP),NE.GDI.TOTL.ZS,Azerbaijan,AZE,20.3077798481492
Gross capital formation (% of GDP),NE.GDI.TOTL.ZS,"Bahamas, The",BHS,25.3844995104316
Gross capital formation (% of GDP),NE.GDI.TOTL.ZS,Bahrain,BHR,35.6238573504316
Gross capital formation (% of GDP),NE.GDI.TOTL.ZS,Bangladesh,BGD,32.2137331126266
Gross capital formation (% of GDP),NE.GDI.TOTL.ZS,Barbados,BRB,..
Gross capital formation (% of GDP),NE.GDI.TOTL.ZS,Belarus,BLR,29.1499946931726
Gross capital formation (% of GDP),NE.GDI.TOTL.ZS,Belgium,BEL,24.6756822316808
Gross capital formation (% of GDP),NE.GDI.TOTL.ZS,Belize,BLZ,16.8529916677134
Gross capital formation (% of GDP),NE.GDI.TOTL.ZS,Benin,BEN,25.6298005790604
Gross capital formation (% of GDP),NE.GDI.TOTL.ZS,Bermuda,BMU,14.7485170334877
Gross capital formation (% of GDP),NE.GDI.TOTL.ZS,Bhutan,BTN,46.0853579286619
Gross capital formation (% of GDP),NE.GDI.TOTL.ZS,Bolivia,BOL,19.8750108890925
Gross capital formation (% of GDP),NE.GDI.TOTL.ZS,Bosnia and Herzegovina,BIH,24.8437950565657
Gross capital formation (% of GDP),NE.GDI.TOTL.ZS,Botswana,BWA,30.8204405592326
Gross capital formation (% of GDP),NE.GDI.TOTL.ZS,Brazil,BRA,15.5167908009424
Gross capital formation (% of GDP),NE.GDI.TOTL.ZS,British Virgin Islands,VGB,..
Gross capital formation (% of GDP),NE.GDI.TOTL.ZS,Brunei Darussalam,BRN,38.6777535464503
Gross capital formation (% of GDP),NE.GDI.TOTL.ZS,Bulgaria,BGR,20.6958565853763
Gross capital formation (% of GDP),NE.GDI.TOTL.ZS,Burkina Faso,BFA,19.7578680144889
Gross capital formation (% of GDP),NE.GDI.TOTL.ZS,Burundi,BDI,14.1287000005288
Gross capital formation (% of GDP),NE.GDI.TOTL.ZS,Cabo Verde,CPV,23.4319738651901
Gross capital formation (% of GDP),NE.GDI.TOTL.ZS,Cambodia,KHM,31.3945541935104
Gross capital formation (% of GDP),NE.GDI.TOTL.ZS,Cameroon,CMR,18.9346454960496
Gross capital formation (% of GDP),NE.GDI.TOTL.ZS,Canada,CAN,23.0424241743147
Gross capital formation (% of GDP),NE.GDI.TOTL.ZS,Cayman Islands,CYM,..
Gross capital formation (% of GDP),NE.GDI.TOTL.ZS,Central African Republic,CAF,26
Gross capital formation (% of GDP),NE.GDI.TOTL.ZS,Chad,TCD,24.2909930911624
Gross capital formation (% of GDP),NE.GDI.TOTL.ZS,Channel Islands,CHI,..
Gross capital formation (% of GDP),NE.GDI.TOTL.ZS,Chile,CHL,24.9390098912825
Gross capital formation (% of GDP),NE.GDI.TOTL.ZS,China,CHN,42.6695374085222
Gross capital formation (% of GDP),NE.GDI.TOTL.ZS,Colombia,COL,21.3806095458027
Gross capital formation (% of GDP),NE.GDI.TOTL.ZS,Comoros,COM,12.7348062616273
Gross capital formation (% of GDP),NE.GDI.TOTL.ZS,"Congo, Dem. Rep.",COD,20.5945396795345
Gross capital formation (% of GDP),NE.GDI.TOTL.ZS,"Congo, Rep.",COG,25.9000965433665
Gross capital formation (% of GDP),NE.GDI.TOTL.ZS,Costa Rica,CRI,16.0640851994565
Gross capital formation (% of GDP),NE.GDI.TOTL.ZS,Cote d'Ivoire,CIV,21.9899384954404
Gross capital formation (% of GDP),NE.GDI.TOTL.ZS,Croatia,HRV,21.9617272387166
Gross capital formation (% of GDP),NE.GDI.TOTL.ZS,Cuba,CUB,11.494997466827
Gross capital formation (% of GDP),NE.GDI.TOTL.ZS,Curacao,CUW,..
Gross capital formation (% of GDP),NE.GDI.TOTL.ZS,Cyprus,CYP,19.4941688880243
Gross capital formation (% of GDP),NE.GDI.TOTL.ZS,Czechia,CZE,26.171850655873
Gross capital formation (% of GDP),NE.GDI.TOTL.ZS,Denmark,DNK,21.8859998750194
Gross capital formation (% of GDP),NE.GDI.TOTL.ZS,Djibouti,DJI,2.28145969959191
Gross capital formation (% of GDP),NE.GDI.TOTL.ZS,Dominica,DMA,..
Gross capital formation (% of GDP),NE.GDI.TOTL.ZS,Dominican Republic,DOM,25.2348623794613
Gross capital formation (% of GDP),NE.GDI.TOTL.ZS,Ecuador,ECU,21.04923118303
Gross capital formation (% of GDP),NE.GDI.TOTL.ZS,"Egypt, Arab Rep.",EGY,20.6540385989993
Gross capital formation (% of GDP),NE.GDI.TOTL.ZS,El Salvador,SLV,18.3447949008115
Gross capital formation (% of GDP),NE.GDI.TOTL.ZS,Equatorial Guinea,GNQ,10.891703090741
Gross capital formation (% of GDP),NE.GDI.TOTL.ZS,Eritrea,ERI,..
Gross capital formation (% of GDP),NE.GDI.TOTL.ZS,Estonia,EST,26.356088071314
Gross capital formation (% of GDP),NE.GDI.TOTL.ZS,Ethiopia,ETH,35.2639756254811
Gross capital formation (% of GDP),NE.GDI.TOTL.ZS,Faroe Islands,FRO,27.6135742909209
Gross capital formation (% of GDP),NE.GDI.TOTL.ZS,Fiji,FJI,19.6476633955388
Gross capital formation (% of GDP),NE.GDI.TOTL.ZS,Finland,FIN,24.5675378797407
Gross capital formation (% of GDP),NE.GDI.TOTL.ZS,France,FRA,23.0250733613606
Gross capital formation (% of GDP),NE.GDI.TOTL.ZS,French Polynesia,PYF,25.4985138057167
Gross capital formation (% of GDP),NE.GDI.TOTL.ZS,Gabon,GAB,21.8987965722319
Gross capital formation (% of GDP),NE.GDI.TOTL.ZS,"Gambia, The",GMB,24.6538431612228
Gross capital formation (% of GDP),NE.GDI.TOTL.ZS,Georgia,GEO,27.1682284921369
Gross capital formation (% of GDP),NE.GDI.TOTL.ZS,Germany,DEU,21.3000724211289
Gross capital formation (% of GDP),NE.GDI.TOTL.ZS,Ghana,GHA,18.6472756161472
Gross capital formation (% of GDP),NE.GDI.TOTL.ZS,Gibraltar,GIB,..
Gross capital formation (% of GDP),NE.GDI.TOTL.ZS,Greece,GRC,12.0996603246177
Gross capital formation (% of GDP),NE.GDI.TOTL.ZS,Greenland,GRL,31.269509364495
Gross capital formation (% of GDP),NE.GDI.TOTL.ZS,Grenada,GRD,..
Gross capital formation (% of GDP),NE.GDI.TOTL.ZS,Guam,GUM,..
Gross capital formation (% of GDP),NE.GDI.TOTL.ZS,Guatemala,GTM,14.3298367176167
Gross capital formation (% of GDP),NE.GDI.TOTL.ZS,Guinea,GIN,19.7285576989784
Gross capital formation (% of GDP),NE.GDI.TOTL.ZS,Guinea-Bissau,GNB,22.6522646576117
Gross capital formation (% of GDP),NE.GDI.TOTL.ZS,Guyana,GUY,..
Gross capital formation (% of GDP),NE.GDI.TOTL.ZS,Haiti,HTI,18.5362500202298
Gross capital formation (% of GDP),NE.GDI.TOTL.ZS,Honduras,HND,22.9677105146214
Gross capital formation (% of GDP),NE.GDI.TOTL.ZS,"Hong Kong SAR, China",HKG,18.189947213062
Gross capital formation (% of GDP),NE.GDI.TOTL.ZS,Hungary,HUN,28.6983472177676
Gross capital formation (% of GDP),NE.GDI.TOTL.ZS,Iceland,ISL,20.6736408574095
Gross capital formation (% of GDP),NE.GDI.TOTL.ZS,India,IND,30.0961975685688
Gross capital formation (% of GDP),NE.GDI.TOTL.ZS,Indonesia,IDN,33.7801423773995
Gross capital formation (% of GDP),NE.GDI.TOTL.ZS,"Iran, Islamic Rep.",IRN,37.2993303178833
Gross capital formation (% of GDP),NE.GDI.TOTL.ZS,Iraq,IRQ,22.7407245883586
Gross capital formation (% of GDP),NE.GDI.TOTL.ZS,Ireland,IRL,53.7135535203871
Gross capital formation (% of GDP),NE.GDI.TOTL.ZS,Isle of Man,IMN,..
Gross capital formation (% of GDP),NE.GDI.TOTL.ZS,Israel,ISR,23.8648600543139
Gross capital formation (% of GDP),NE.GDI.TOTL.ZS,Italy,ITA,18.3641315277239
Gross capital formation (% of GDP),NE.GDI.TOTL.ZS,Jamaica,JAM,24.2690954889352
Gross capital formation (% of GDP),NE.GDI.TOTL.ZS,Japan,JPN,25.7896961306359
Gross capital formation (% of GDP),NE.GDI.TOTL.ZS,Jordan,JOR,21.4133341743379
Gross capital formation (% of GDP),NE.GDI.TOTL.ZS,Kazakhstan,KAZ,27.6275749485747
Gross capital formation (% of GDP),NE.GDI.TOTL.ZS,Kenya,KEN,19.3418324204191
Gross capital formation (% of GDP),NE.GDI.TOTL.ZS,Kiribati,KIR,15.9071875951111
Gross capital formation (% of GDP),NE.GDI.TOTL.ZS,"Korea, Dem. People's Rep.",PRK,..
Gross capital formation (% of GDP),NE.GDI.TOTL.ZS,"Korea, Rep.",KOR,31.4949336660816
Gross capital formation (% of GDP),NE.GDI.TOTL.ZS,Kosovo,XKX,34.5581995450224
Gross capital formation (% of GDP),NE.GDI.TOTL.ZS,Kuwait,KWT,23.0019978518204
Gross capital formation (% of GDP),NE.GDI.TOTL.ZS,Kyrgyz Republic,KGZ,34.4462636342397
Gross capital formation (% of GDP),NE.GDI.TOTL.ZS,Lao PDR,LAO,..
Gross capital formation (% of GDP),NE.GDI.TOTL.ZS,Latvia,LVA,23.3384745378809
Gross capital formation (% of GDP),NE.GDI.TOTL.ZS,Lebanon,LBN,12.3224742609761
Gross capital formation (% of GDP),NE.GDI.TOTL.ZS,Lesotho,LSO,26.7945041312681
Gross capital formation (% of GDP),NE.GDI.TOTL.ZS,Liberia,LBR,..
Gross capital formation (% of GDP),NE.GDI.TOTL.ZS,Libya,LBY,13.7553442934446
Gross capital formation (% of GDP),NE.GDI.TOTL.ZS,Liechtenstein,LIE,..
Gross capital formation (% of GDP),NE.GDI.TOTL.ZS,Lithuania,LTU,19.5803862338798
Gross capital formation (% of GDP),NE.GDI.TOTL.ZS,Luxembourg,LUX,18.653116084379
Gross capital formation (% of GDP),NE.GDI.TOTL.ZS,"Macao SAR, China",MAC,14.140009897872
Gross capital formation (% of GDP),NE.GDI.TOTL.ZS,North Macedonia,MKD,34.2601160992835
Gross capital formation (% of GDP),NE.GDI.TOTL.ZS,Madagascar,MDG,22.6840481290776
Gross capital formation (% of GDP),NE.GDI.TOTL.ZS,Malawi,MWI,..
Gross capital formation (% of GDP),NE.GDI.TOTL.ZS,Malaysia,MYS,21.0482403944815
Gross capital formation (% of GDP),NE.GDI.TOTL.ZS,Maldives,MDV,43.161162875967
Gross capital formation (% of GDP),NE.GDI.TOTL.ZS,Mali,MLI,26.5074433150938
Gross capital formation (% of GDP),NE.GDI.TOTL.ZS,Malta,MLT,20.9696312107855
Gross capital formation (% of GDP),NE.GDI.TOTL.ZS,Marshall Islands,MHL,53.1513954486904
Gross capital formation (% of GDP),NE.GDI.TOTL.ZS,Mauritania,MRT,40.5222920920855
Gross capital formation (% of GDP),NE.GDI.TOTL.ZS,Mauritius,MUS,19.4359392940552
Gross capital formation (% of GDP),NE.GDI.TOTL.ZS,Mexico,MEX,22.1485426373991
Gross capital formation (% of GDP),NE.GDI.TOTL.ZS,"Micronesia, Fed. Sts.",FSM,..
Gross capital formation (% of GDP),NE.GDI.TOTL.ZS,Moldova,MDA,25.1036618823408
Gross capital formation (% of GDP),NE.GDI.TOTL.ZS,Monaco,MCO,..
Gross capital formation (% of GDP),NE.GDI.TOTL.ZS,Mongolia,MNG,35.591845156927
Gross capital formation (% of GDP),NE.GDI.TOTL.ZS,Montenegro,MNE,31.9777923076597
Gross capital formation (% of GDP),NE.GDI.TOTL.ZS,Morocco,MAR,30.594933523466
Gross capital formation (% of GDP),NE.GDI.TOTL.ZS,Mozambique,MOZ,40.8461199313593
Gross capital formation (% of GDP),NE.GDI.TOTL.ZS,Myanmar,MMR,..
Gross capital formation (% of GDP),NE.GDI.TOTL.ZS,Namibia,NAM,15.3291127102813
Gross capital formation (% of GDP),NE.GDI.TOTL.ZS,Nauru,NRU,..
Gross capital formation (% of GDP),NE.GDI.TOTL.ZS,Nepal,NPL,41.3787409108185
Gross capital formation (% of GDP),NE.GDI.TOTL.ZS,Netherlands,NLD,21.7580356895369
Gross capital formation (% of GDP),NE.GDI.TOTL.ZS,New Caledonia,NCL,..
Gross capital formation (% of GDP),NE.GDI.TOTL.ZS,New Zealand,NZL,23.7676954815243
Gross capital formation (% of GDP),NE.GDI.TOTL.ZS,Nicaragua,NIC,17.831076630152
Gross capital formation (% of GDP),NE.GDI.TOTL.ZS,Niger,NER,30.6723209374769
Gross capital formation (% of GDP),NE.GDI.TOTL.ZS,Nigeria,NGA,..
Gross capital formation (% of GDP),NE.GDI.TOTL.ZS,Northern Mariana Islands,MNP,..
Gross capital formation (% of GDP),NE.GDI.TOTL.ZS,Norway,NOR,29.611444403947
Gross capital formation (% of GDP),NE.GDI.TOTL.ZS,Oman,OMN,26.8649178662351
Gross capital formation (% of GDP),NE.GDI.TOTL.ZS,Pakistan,PAK,15.4996449690024
Gross capital formation (% of GDP),NE.GDI.TOTL.ZS,Palau,PLW,34.2474115206837
Gross capital formation (% of GDP),NE.GDI.TOTL.ZS,Panama,PAN,38.0674659280543
Gross capital formation (% of GDP),NE.GDI.TOTL.ZS,Papua New Guinea,PNG,..
Gross capital formation (% of GDP),NE.GDI.TOTL.ZS,Paraguay,PRY,21.6853116218616
Gross capital formation (% of GDP),NE.GDI.TOTL.ZS,Peru,PER,20.8336395514866
Gross capital formation (% of GDP),NE.GDI.TOTL.ZS,Philippines,PHL,26.4018084647284
Gross capital formation (% of GDP),NE.GDI.TOTL.ZS,Poland,POL,20.7076794491101
Gross capital formation (% of GDP),NE.GDI.TOTL.ZS,Portugal,PRT,18.76826598288
Gross capital formation (% of GDP),NE.GDI.TOTL.ZS,Puerto Rico (US),PRI,15.3486659868501
Gross capital formation (% of GDP),NE.GDI.TOTL.ZS,Qatar,QAT,43.7354058328665
Gross capital formation (% of GDP),NE.GDI.TOTL.ZS,Romania,ROU,24.252537482587
Gross capital formation (% of GDP),NE.GDI.TOTL.ZS,Russian Federation,RUS,22.6615137722235
Gross capital formation (% of GDP),NE.GDI.TOTL.ZS,Rwanda,RWA,27.0287152007204
Gross capital formation (% of GDP),NE.GDI.TOTL.ZS,Samoa,WSM,33.6506492980512
Gross capital formation (% of GDP),NE.GDI.TOTL.ZS,San Marino,SMR,24.0244731514119
Gross capital formation (% of GDP),NE.GDI.TOTL.ZS,Sao Tome and Principe,STP,..
Gross capital formation (% of GDP),NE.GDI.TOTL.ZS,Saudi Arabia,SAU,25.5522842268021
Gross capital formation (% of GDP),NE.GDI.TOTL.ZS,Senegal,SEN,31.9656603434826
Gross capital formation (% of GDP),NE.GDI.TOTL.ZS,Serbia,SRB,24.9266250234247
Gross capital formation (% of GDP),NE.GDI.TOTL.ZS,Seychelles,SYC,22.0855945287218
Gross capital formation (% of GDP),NE.GDI.TOTL.ZS,Sierra Leone,SLE,16.0195395367507
Gross capital formation (% of GDP),NE.GDI.TOTL.ZS,Singapore,SGP,24.5014074011136
Gross capital formation (% of GDP),NE.GDI.TOTL.ZS,Sint Maarten (Dutch part),SXM,..
Gross capital formation (% of GDP),NE.GDI.TOTL.ZS,Slovak Republic,SVK,24.0619105210669
Gross capital formation (% of GDP),NE.GDI.TOTL.ZS,Slovenia,SVN,20.8345240702316
Gross capital formation (% of GDP),NE.GDI.TOTL.ZS,Solomon Islands,SLB,22.695330210065
Gross capital formation (% of GDP),NE.GDI.TOTL.ZS,"Somalia, Fed. Rep.",SOM,16.0795381553317
Gross capital formation (% of GDP),NE.GDI.TOTL.ZS,South Africa,ZAF,15.8207933783179
Gross capital formation (% of GDP),NE.GDI.TOTL.ZS,South Sudan,SSD,..
Gross capital formation (% of GDP),NE.GDI.TOTL.ZS,Spain,ESP,20.9088226144802
Gross capital formation (% of GDP),NE.GDI.TOTL.ZS,Sri Lanka,LKA,34.1087160599303
Gross capital formation (% of GDP),NE.GDI.TOTL.ZS,St. Kitts and Nevis,KNA,..
Gross capital formation (% of GDP),NE.GDI.TOTL.ZS,St. Lucia,LCA,..
Gross capital formation (% of GDP),NE.GDI.TOTL.ZS,St. Martin (French part),MAF,..
Gross capital formation (% of GDP),NE.GDI.TOTL.ZS,St. Vincent and the Grenadines,VCT,..
Gross capital formation (% of GDP),NE.GDI.TOTL.ZS,Sudan,SDN,14.3050078362201
Gross capital formation (% of GDP),NE.GDI.TOTL.ZS,Suriname,SUR,..
Gross capital formation (% of GDP),NE.GDI.TOTL.ZS,Eswatini,SWZ,16.2313994688745
Gross capital formation (% of GDP),NE.GDI.TOTL.ZS,Sweden,SWE,24.4595597883993
Gross capital formation (% of GDP),NE.GDI.TOTL.ZS,Switzerland,CHE,26.4377930438681
Gross capital formation (% of GDP),NE.GDI.TOTL.ZS,Syrian Arab Republic,SYR,..
Gross capital formation (% of GDP),NE.GDI.TOTL.ZS,Tajikistan,TJK,35.3886623401905
Gross capital formation (% of GDP),NE.GDI.TOTL.ZS,Tanzania,TZA,39.7264057276571
Gross capital formation (% of GDP),NE.GDI.TOTL.ZS,Thailand,THA,23.8147525746375
Gross capital formation (% of GDP),NE.GDI.TOTL.ZS,Timor-Leste,TLS,26.7767826487754
Gross capital formation (% of GDP),NE.GDI.TOTL.ZS,Togo,TGO,18.6014498059603
Gross capital formation (% of GDP),NE.GDI.TOTL.ZS,Tonga,TON,27.4240031635846
Gross capital formation (% of GDP),NE.GDI.TOTL.ZS,Trinidad and Tobago,TTO,20.7784776677143
Gross capital formation (% of GDP),NE.GDI.TOTL.ZS,Tunisia,TUN,19.8025035516995
Gross capital formation (% of GDP),NE.GDI.TOTL.ZS,Turkiye,TUR,24.8780736162612
Gross capital formation (% of GDP),NE.GDI.TOTL.ZS,Turkmenistan,TKM,..
Gross capital formation (% of GDP),NE.GDI.TOTL.ZS,Turks and Caicos Islands,TCA,..
Gross capital formation (% of GDP),NE.GDI.TOTL.ZS,Tuvalu,TUV,..
Gross capital formation (% of GDP),NE.GDI.TOTL.ZS,Uganda,UGA,25.5294607796946
Gross capital formation (% of GDP),NE.GDI.TOTL.ZS,Ukraine,UKR,14.8903574828309
Gross capital formation (% of GDP),NE.GDI.TOTL.ZS,United Arab Emirates,ARE,24.0692780432813
Gross capital formation (% of GDP),NE.GDI.TOTL.ZS,United Kingdom,GBR,18.3786714033307
Gross capital formation (% of GDP),NE.GDI.TOTL.ZS,United States,USA,21.6698091948266
Gross capital formation (% of GDP),NE.GDI.TOTL.ZS,Uruguay,URY,14.1208503918774
Gross capital formation (% of GDP),NE.GDI.TOTL.ZS,Uzbekistan,UZB,39.1565362701328
Gross capital formation (% of GDP),NE.GDI.TOTL.ZS,Vanuatu,VUT,24.4374127501163
Gross capital formation (% of GDP),NE.GDI.TOTL.ZS,"Venezuela, RB",VEN,..
Gross capital formation (% of GDP),NE.GDI.TOTL.ZS,Viet Nam,VNM,31.9799606565797
Gross capital formation (% of GDP),NE.GDI.TOTL.ZS,Virgin Islands (U.S.),VIR,..
Gross capital formation (% of GDP),NE.GDI.TOTL.ZS,West Bank and Gaza,PSE,26.8012957072402
Gross capital formation (% of GDP),NE.GDI.TOTL.ZS,"Yemen, Rep.",YEM,..
Gross capital formation (% of GDP),NE.GDI.TOTL.ZS,Zambia,ZMB,39.2619086467844
Gross capital formation (% of GDP),NE.GDI.TOTL.ZS,Zimbabwe,ZWE,13.7994019768446
"Revenue, excluding grants (% of GDP)",GC.REV.XGRT.GD.ZS,Afghanistan,AFG,..
"Revenue, excluding grants (% of GDP)",GC.REV.XGRT.GD.ZS,Albania,ALB,24.8457158029254
"Revenue, excluding grants (% of GDP)",GC.REV.XGRT.GD.ZS,Algeria,DZA,..
"Revenue, excluding grants (% of GDP)",GC.REV.XGRT.GD.ZS,American Samoa,ASM,..
"Revenue, excluding grants (% of GDP)",GC.REV.XGRT.GD.ZS,Andorra,AND,27.601729026192
"Revenue, excluding grants (% of GDP)",GC.REV.XGRT.GD.ZS,Angola,AGO,21.7916074354975
"Revenue, excluding grants (% of GDP)",GC.REV.XGRT.GD.ZS,Antigua and Barbuda,ATG,..
"Revenue, excluding grants (% of GDP)",GC.REV.XGRT.GD.ZS,Argentina,ARG,17.7888990504455
"Revenue, excluding grants (% of GDP)",GC.REV.XGRT.GD.ZS,Armenia,ARM,23.9412409977605
"Revenue, excluding grants (% of GDP)",GC.REV.XGRT.GD.ZS,Aruba,ABW,..
"Revenue, excluding grants (% of GDP)",GC.REV.XGRT.GD.ZS,Australia,AUS,26.0764158312018
"Revenue, excluding grants (% of GDP)",GC.REV.XGRT.GD.ZS,Austria,AUT,44.2834046028578
"Revenue, excluding grants (% of GDP)",GC.REV.XGRT.GD.ZS,Azerbaijan,AZE,42.8140744014985
"Revenue, excluding grants (% of GDP)",GC.REV.XGRT.GD.ZS,"Bahamas, The",BHS,18.2742562325827
"Revenue, excluding grants (% of GDP)",GC.REV.XGRT.GD.ZS,Bahrain,BHR,19.0844025588506
"Revenue, excluding grants (% of GDP)",GC.REV.XGRT.GD.ZS,Bangladesh,BGD,8.85578039462247
"Revenue, excluding grants (% of GDP)",GC.REV.XGRT.GD.ZS,Barbados,BRB,..
"Revenue, excluding grants (% of GDP)",GC.REV.XGRT.GD.ZS,Belarus,BLR,29.6011060252308
"Revenue, excluding grants (% of GDP)",GC.REV.XGRT.GD.ZS,Belgium,BEL,37.6813268844866
"Revenue, excluding grants (% of GDP)",GC.REV.XGRT.GD.ZS,Belize,BLZ,..
"Revenue, excluding grants (% of GDP)",GC.REV.XGRT.GD.ZS,Benin,BEN,..
"Revenue, excluding grants (% of GDP)",GC.REV.XGRT.GD.ZS,Bermuda,BMU,..
"Revenue, excluding grants (% of GDP)",GC.REV.XGRT.GD.ZS,Bhutan,BTN,18.8336293842559
"Revenue, excluding grants (% of GDP)",GC.REV.XGRT.GD.ZS,Bolivia,BOL,..
"Revenue, excluding grants (% of GDP)",GC.REV.XGRT.GD.ZS,Bosnia and Herzegovina,BIH,37.5581549793979
"Revenue, excluding grants (% of GDP)",GC.REV.XGRT.GD.ZS,Botswana,BWA,30.1289743359126
"Revenue, excluding grants (% of GDP)",GC.REV.XGRT.GD.ZS,Brazil,BRA,25.5600401304457
"Revenue, excluding grants (% of GDP)",GC.REV.XGRT.GD.ZS,British Virgin Islands,VGB,..
"Revenue, excluding grants (% of GDP)",GC.REV.XGRT.GD.ZS,Brunei Darussalam,BRN,..
"Revenue, excluding grants (% of GDP)",GC.REV.XGRT.GD.ZS,Bulgaria,BGR,35.900559143217
